Name,Gender,English,Kiswahili,Mathematics,Biology,Chemistry,Physics,Geography,CRE,Careers
Anne-Corinne,Male,11,8,11,7,12,9,12,8,Computing
Anneliese,Female,9,10,6,11,10,11,9,9,Military and Security
Annelise,Female,12,6,12,12,11,7,6,12,Business and management
Annemarie,Male,6,7,6,8,12,12,7,12,Computing
Anne-Marie,Male,11,8,10,9,9,10,10,10,Education
annesle,Female,10,10,8,6,12,11,6,8,Communications
Annetta,Male,12,8,7,8,6,12,8,8,Art
Annette,Male,7,12,8,8,12,10,12,7,Health and medicine
Anni,Female,9,12,7,9,12,6,6,7,Agriculture
Annice,Male,12,9,10,9,7,10,11,6,Health and medicine
anni,Male,12,9,11,10,11,8,7,6,Law and public policy
Annie,Male,10,8,12,9,11,6,6,8,Business and management
anni,Female,12,10,9,8,8,7,11,6,Health and medicine
Annis,Female,9,7,8,12,11,10,11,9,Architecture & Construction Jobs
anniso,Female,8,7,12,8,11,8,12,6,Business and management
Annissa,Male,9,10,10,8,12,8,10,8,Military and Security
Annmaria,Female,6,7,9,11,7,11,12,6,Business and management
Annmarie,Female,11,9,8,8,10,12,10,9,Communications
Ann-Marie,Female,9,12,10,8,7,12,11,6,Health and medicine
Annnora,Female,11,8,11,12,11,10,8,12,Military and Security
Annora,Female,6,8,10,8,10,6,6,10,Law and public policy
Anny,Male,10,7,11,10,8,6,9,12,Engineering
Anselma,Male,10,6,8,6,10,11,8,11,Business and management
Ansle,Male,12,6,10,12,7,8,7,10,Health and medicine
Ansley,Male,12,8,9,9,6,8,7,8,Art
Anstice,Male,7,6,12,11,8,9,9,6,Health and medicine
anst,Female,10,6,6,9,6,6,10,12,Computing
Anthe,Female,9,6,8,11,12,6,6,7,Engineering
Anthea,Female,10,9,10,10,7,11,7,9,Law and public policy
Anthia,Female,6,10,12,6,12,12,12,6,Business and management
Anthiathia,Female,8,12,9,10,10,9,6,11,Agriculture
antho,Male,6,9,12,11,8,11,8,11,Art
anthon,Male,6,7,10,9,7,11,8,8,Art
Anthon,Female,7,10,8,6,8,8,7,6,Business and management
Antoinette,Male,12,11,12,7,6,9,7,9,Architecture & Construction Jobs
Antonella,Male,6,12,12,7,11,12,11,8,Computing
Antonetta,Male,7,11,7,10,6,10,8,9,Health and medicine
Antonia,Female,7,7,10,6,6,7,7,10,Art
Antonie,Male,12,11,11,9,7,8,7,10,Communications
Antonietta,Female,10,10,10,12,6,7,11,6,Law and public policy
Antonina,Male,8,6,12,9,10,6,9,8,Agriculture
Anton,Male,10,9,6,11,9,9,12,10,Computing
Anya,Male,6,6,12,9,9,12,12,12,Communications
apperso,Male,6,6,10,7,9,6,10,7,Architecture & Construction Jobs
appleb,Male,9,11,6,12,9,12,11,8,Agriculture
appleto,Female,8,6,10,10,7,7,10,6,Architecture & Construction Jobs
Appolonia,Male,8,6,12,8,7,6,12,10,Agriculture
appplegarg,Female,11,9,7,9,8,11,8,12,Architecture & Construction Jobs
Apri,Female,12,10,10,6,9,9,7,11,Agriculture
April,Male,12,12,10,12,6,8,12,12,Education
Aprilette,Male,11,10,10,10,6,10,6,8,Art
apsle,Male,6,11,6,9,12,6,9,8,Agriculture
aque,Male,8,7,12,7,9,9,12,11,Agriculture
aquitain,Male,10,9,10,6,8,9,7,8,Architecture & Construction Jobs
Ara,Female,6,7,10,6,12,6,6,12,Computing
Arabel,Male,12,12,12,8,7,7,6,7,Art
Arabela,Female,12,12,9,6,10,8,8,8,Military and Security
Arabele,Female,6,12,10,6,10,11,6,8,Architecture & Construction Jobs
Arabella,Female,10,11,6,9,12,10,7,10,Military and Security
Arabelle,Male,7,12,6,9,6,7,11,11,Architecture & Construction Jobs
arbuckl,Male,12,10,12,8,6,10,9,8,Health and medicine
archbol,Male,8,12,12,7,7,11,12,8,Education
arche,Female,12,10,12,10,9,11,7,9,Computing
Arche,Female,7,10,6,7,12,9,10,7,Computing
archibal,Female,11,12,6,6,7,6,9,12,Education
Arda,Female,12,7,8,9,12,7,6,6,Health and medicine
Ardath,Male,10,12,7,10,10,6,11,8,Education
Ardeen,Male,12,6,9,7,11,10,11,11,Military and Security
Ardelia,Male,7,11,12,11,9,6,8,12,Education
Ardelis,Male,12,8,8,11,8,7,8,12,Law and public policy
Ardella,Female,7,10,11,11,11,9,12,8,Agriculture
Ardelle,Female,6,11,6,9,10,6,6,12,Education
Arden,Male,10,11,10,11,9,7,7,9,Law and public policy
Ardene,Male,6,11,9,7,8,8,7,6,Military and Security
Ardenia,Female,11,12,12,10,9,7,9,9,Computing
ardie,Male,10,7,12,6,10,10,7,7,Business and management
Ardine,Male,8,7,11,7,10,9,11,11,Military and Security
Ardis,Male,12,10,6,8,8,11,8,6,Art
Ardisj,Male,12,9,6,7,6,6,12,9,Architecture & Construction Jobs
Ardith,Male,10,12,12,7,9,6,9,8,Health and medicine
Ardra,Male,10,8,8,7,6,11,7,7,Engineering
Ardyce,Male,8,11,7,10,10,12,7,6,Architecture & Construction Jobs
Ardys,Male,7,9,12,11,9,7,11,10,Health and medicine
Ardyth,Female,7,11,9,7,7,10,7,12,Health and medicine
Arellan,Female,8,12,9,10,9,6,6,7,Communications
Arel,Female,11,7,7,7,11,10,11,6,Business and management
Aretha,Female,12,12,9,11,12,11,8,8,Agriculture
argu,Female,7,7,8,7,9,10,10,7,Law and public policy
Ari,Male,10,10,12,6,11,9,7,7,Law and public policy
Ariadne,Male,10,6,8,11,7,9,9,11,Education
Ariana,Female,8,10,8,11,11,10,8,11,Agriculture
Aridatha,Female,7,10,8,8,6,12,8,10,Architecture & Construction Jobs
Arie,Male,7,11,7,10,8,8,11,11,Military and Security
Ariel,Female,8,6,6,10,9,12,8,7,Communications
Ariela,Male,8,8,7,12,6,12,7,9,Business and management
Ariell,Female,10,12,6,11,7,12,6,9,Architecture & Construction Jobs
Ariella,Female,10,12,6,12,12,9,8,10,Business and management
Ariell,Male,7,11,12,8,11,11,11,12,Law and public policy
Arielle,Female,7,10,7,6,10,11,9,12,Architecture & Construction Jobs
Arlana,Male,6,7,10,7,11,8,6,11,Architecture & Construction Jobs
Arlee,Female,9,6,6,10,7,7,9,6,Communications
Arleen,Female,12,7,7,6,9,8,12,8,Engineering
Arlen,Female,11,12,11,7,11,12,9,10,Military and Security
Arlena,Female,11,12,8,8,10,8,7,12,Art
Arlene,Female,8,8,9,6,6,7,7,12,Agriculture
Arleta,Male,6,10,11,8,12,9,10,10,Military and Security
Arlette,Female,7,8,11,10,6,12,9,6,Agriculture
Arleyne,Female,11,11,10,8,10,9,11,8,Agriculture
Arlie,Female,8,10,6,6,12,10,7,9,Art
Arliene,Male,9,6,11,6,6,8,12,11,Communications
Arlina,Male,6,11,7,11,11,9,10,12,Art
Arlinda,Female,7,10,7,11,10,10,8,6,Health and medicine
Arline,Female,8,9,6,8,10,10,8,8,Education
Arluene,Male,11,12,6,6,10,12,11,10,Education
Arly,Female,12,10,11,12,10,6,7,9,Art
Arlyn,Male,6,9,8,8,8,9,10,12,Health and medicine
Arlyne,Female,11,8,10,12,10,10,12,12,Architecture & Construction Jobs
armand,Female,7,12,11,9,11,12,11,11,Computing
Armand,Male,6,7,9,11,12,11,6,7,Health and medicine
Arman,Male,10,8,6,10,9,10,10,12,Business and management
arme,Male,6,9,8,9,7,10,12,7,Engineering
armistea,Female,10,9,12,10,8,8,11,12,Health and medicine
armitag,Male,12,10,11,8,11,12,6,9,Military and Security
armstron,Male,10,7,7,6,9,8,8,9,Communications
arnet,Male,11,9,12,8,12,8,8,12,Law and public policy
arnol,Female,10,6,11,11,8,11,10,11,Architecture & Construction Jobs
arnot,Female,9,6,12,7,9,8,12,11,Business and management
arnt,Male,11,11,7,8,7,12,11,10,Computing
arrowsmit,Male,7,11,6,9,11,10,10,8,Law and public policy
arsenaul,Male,6,6,7,9,6,9,9,11,Business and management
arterberr,Female,7,8,9,7,10,9,11,11,Architecture & Construction Jobs
arthingto,Female,6,7,12,10,11,8,11,12,Communications
arthu,Male,9,8,8,11,7,10,10,6,Health and medicine
Arthu,Female,9,8,6,12,6,9,9,6,Business and management
Artur,Female,10,12,8,10,7,7,12,7,Health and medicine
Aryn,Male,7,10,9,11,12,10,9,11,Engineering
ashbroo,Male,8,7,7,8,10,7,12,6,Education
ashbrook,Male,7,10,7,10,6,12,7,12,Business and management
ashburne,Female,12,9,7,11,9,12,6,11,Agriculture
ashburnha,Female,8,6,6,7,9,10,12,8,Engineering
ashbur,Female,11,12,11,10,12,6,11,11,Engineering
ashb,Male,9,7,8,12,9,11,11,10,Military and Security
Ashely,Male,8,12,8,8,8,7,6,12,Health and medicine
ashfiel,Male,6,12,11,11,7,6,8,6,Engineering
ashfor,Male,11,9,6,10,8,10,8,10,Architecture & Construction Jobs
Ashia,Male,9,9,10,7,11,12,10,9,Architecture & Construction Jobs
Ashien,Female,11,9,11,11,7,8,12,7,Military and Security
Ashil,Male,6,12,12,10,8,8,11,10,Military and Security
Ashla,Male,8,10,11,6,11,6,10,7,Agriculture
Ashlan,Female,6,10,6,10,7,8,7,9,Business and management
Ashle,Female,12,9,7,7,12,9,11,7,Law and public policy
Ashlee,Female,10,9,7,11,8,9,7,6,Business and management
Ashleigh,Male,9,12,8,10,11,7,8,6,Computing
Ashlen,Female,7,7,9,12,11,7,7,6,Art
ashle,Female,12,10,6,8,7,12,7,6,Agriculture
Ashle,Female,8,11,12,12,7,11,7,9,Communications
Ashley,Male,9,6,12,8,12,10,12,7,Communications
Ashli,Male,11,11,12,11,8,8,8,7,Law and public policy
Ashlie,Female,8,7,11,9,6,11,11,11,Military and Security
Ashl,Female,9,8,9,9,6,7,10,10,Law and public policy
Ashly,Male,8,8,12,11,8,11,9,9,Business and management
Ashly,Male,6,7,10,10,10,9,6,9,Architecture & Construction Jobs
Ashlyn,Male,7,7,10,12,10,11,8,11,Business and management
ashto,Female,11,6,7,9,9,8,6,10,Agriculture
ashton-glove,Male,12,11,10,10,9,10,6,12,Art
ashwel,Male,10,10,7,6,9,11,11,8,Business and management
ashwort,Female,11,6,7,9,10,6,8,8,Computing
Asia,Female,8,9,10,11,12,11,7,9,Education
ask,Female,9,9,6,6,6,11,8,9,Agriculture
aske,Male,8,9,6,9,6,8,10,11,Engineering
askha,Female,9,9,8,9,10,12,11,10,Law and public policy
aski,Male,7,6,11,10,8,10,11,9,Education
askrig,Male,7,11,11,8,12,10,9,10,Education
aspinal,Male,7,7,10,6,11,8,7,6,Agriculture
astl,Male,8,12,6,8,11,6,11,9,Art
asto,Male,11,6,9,11,9,9,12,7,Military and Security
Astra,Male,11,8,12,12,8,6,7,7,Engineering
Astrid,Male,7,10,6,8,11,11,10,12,Business and management
Astrix,Male,10,11,6,8,9,11,10,12,Communications
Atalanta,Male,12,7,11,6,12,10,7,7,Computing
atchiso,Male,10,11,11,7,9,10,12,7,Computing
Athena,Female,11,8,7,8,8,12,10,7,Law and public policy
Athene,Male,8,9,11,10,11,10,10,8,Military and Security
atherto,Male,7,12,11,8,12,12,10,9,Military and Security
ath,Male,12,7,9,12,12,12,7,10,Business and management
atki,Female,9,8,10,11,10,11,10,9,Engineering
atkin,Female,12,7,11,11,6,10,6,11,Law and public policy
Atkin,Female,9,8,8,11,8,8,11,12,Architecture & Construction Jobs
atkinso,Female,6,9,11,7,6,7,7,12,Law and public policy
Atkinso,Male,7,6,6,11,8,11,7,12,Computing
Atlanta,Female,11,9,8,6,11,9,9,8,Engineering
Atlante,Female,6,8,11,12,8,6,11,6,Military and Security
attewel,Male,11,8,9,8,12,7,7,9,Agriculture
attridg,Male,12,11,10,7,11,6,11,8,Law and public policy
atwate,Male,12,10,8,8,8,6,9,12,Computing
atwel,Male,8,7,10,6,6,9,6,12,Law and public policy
Auberta,Male,12,7,7,8,11,10,9,11,Law and public policy
Aubine,Male,9,10,8,12,9,7,11,10,Engineering
Aubre,Female,11,11,6,9,7,12,6,6,Communications
Aubree,Female,12,7,8,10,7,11,8,8,Agriculture
Aubrette,Male,9,6,10,6,12,6,12,9,Law and public policy
aubre,Female,10,9,7,12,12,11,11,8,Business and management
Aubrey,Female,8,11,8,6,9,12,9,11,Engineering
Aubrie,Female,7,7,9,11,10,10,7,11,Health and medicine
Aubry,Female,9,6,6,11,6,12,6,11,Military and Security
auchterloni,Male,7,8,10,7,6,7,7,9,Communications
audan,Male,9,9,8,12,12,6,11,9,Education
audele,Male,10,8,6,7,12,7,6,10,Law and public policy
Audi,Female,12,12,8,7,11,10,9,9,Computing
Audie,Male,7,11,9,8,6,6,7,12,Architecture & Construction Jobs
Audra,Female,8,12,10,7,11,6,11,8,Education
Audre,Male,7,10,10,6,8,11,7,11,Architecture & Construction Jobs
Audrey,Male,9,9,11,11,10,9,7,8,Education
Audrie,Female,6,9,7,8,7,6,11,6,Architecture & Construction Jobs
Audry,Female,10,9,6,10,6,10,8,11,Communications
Audrye,Male,6,11,10,9,6,7,11,8,Education
Audy,Male,10,6,9,11,9,10,9,8,Health and medicine
auge,Female,9,6,8,6,8,8,12,10,Military and Security
Augusta,Female,6,11,11,8,9,9,9,11,Health and medicine
august,Female,12,12,7,10,9,12,12,10,Military and Security
Auguste,Male,9,7,7,9,9,11,12,11,Engineering
Augustina,Female,12,10,12,8,8,9,6,11,Art
Augustine,Female,9,11,6,12,7,9,7,12,Health and medicine
aula,Male,9,9,12,9,8,11,7,11,Computing
aumonie,Female,6,9,12,6,8,11,7,11,Health and medicine
Aundre,Female,7,10,6,9,9,7,11,6,Education
Aundrea,Male,7,8,8,6,9,9,8,11,Education
Aura,Male,10,10,7,6,10,10,11,6,Agriculture
Aurea,Female,8,10,7,12,11,6,8,9,Architecture & Construction Jobs
Aurel,Female,7,6,12,6,11,8,9,8,Computing
Aurelea,Female,8,10,7,10,6,11,9,7,Art
Aurelia,Female,6,12,12,11,8,9,10,12,Law and public policy
Aurelie,Female,9,6,12,6,12,7,9,10,Communications
Auria,Male,8,7,10,8,9,9,11,7,Communications
Aurie,Male,11,9,8,9,11,9,9,7,Education
Aurilia,Male,12,11,11,6,10,11,6,10,Health and medicine
Aurlie,Male,8,12,10,6,7,11,11,9,Agriculture
Auroora,Male,11,9,7,12,8,9,10,6,Education
Auror,Male,8,8,7,6,12,7,12,9,Communications
Aurora,Male,11,7,7,12,8,9,11,8,Education
Aurore,Female,11,10,12,7,7,8,8,12,Law and public policy
austi,Female,11,10,10,10,9,7,6,9,Agriculture
Austi,Female,9,8,7,7,10,12,10,9,Architecture & Construction Jobs
Austin,Male,11,8,8,10,9,11,6,11,Architecture & Construction Jobs
Austina,Female,11,8,9,8,12,6,8,8,Law and public policy
Austine,Female,9,11,9,9,7,11,7,10,Business and management
aute,Male,6,9,8,9,12,11,12,7,Computing
autre,Female,11,9,9,10,9,9,6,6,Agriculture
Autum,Male,10,7,12,9,11,6,7,6,Architecture & Construction Jobs
Av,Male,9,10,6,10,7,6,9,9,Engineering
Ava,Male,12,8,8,9,9,10,11,12,Education
Aveline,Male,7,12,8,10,9,12,7,11,Education
Averi,Female,7,11,11,8,7,9,6,7,Communications
Averil,Male,8,8,8,9,11,8,11,6,Military and Security
aver,Male,11,9,6,8,6,10,10,10,Agriculture
aver,Female,9,6,12,9,9,10,7,9,Law and public policy
Aver,Female,8,11,9,6,7,11,9,10,Computing
Averyl,Female,11,10,11,8,12,11,11,9,Law and public policy
Avie,Male,10,7,7,7,10,7,11,9,Architecture & Construction Jobs
Avis,Female,7,7,8,6,6,11,9,12,Art
Aviva,Male,7,6,9,11,8,6,10,12,Architecture & Construction Jobs
Avivah,Male,9,6,11,8,11,9,7,6,Health and medicine
Avril,Female,11,10,9,11,10,10,7,11,Architecture & Construction Jobs
Avrit,Male,6,12,8,9,9,11,6,7,Health and medicine
awda,Female,11,11,12,11,9,9,11,10,Business and management
ax,Female,11,6,6,8,11,6,8,9,Business and management
axte,Female,8,11,7,6,7,7,8,6,Art
Ayaa,Female,7,7,7,12,6,10,6,10,Communications
aycoc,Male,12,12,12,10,11,9,9,11,Engineering
Ayde,Female,11,12,12,11,6,6,6,6,Law and public policy
Ayer,Female,9,6,10,12,12,7,10,10,Business and management
Ayli,Female,6,6,7,10,8,8,8,6,Military and Security
Ayn,Female,11,8,9,12,11,7,11,8,Communications
ayre,Female,12,7,9,8,12,12,10,9,Computing
ayrto,Female,12,7,9,7,8,7,12,6,Architecture & Construction Jobs
ayto,Female,7,8,12,11,10,8,9,10,Law and public policy
Bab,Female,10,11,7,12,12,8,9,6,Business and management
Babara,Female,6,8,11,7,8,11,8,10,Architecture & Construction Jobs
Babb,Male,6,6,7,7,11,7,12,9,Health and medicine
babbet,Female,8,11,10,6,6,8,8,10,Engineering
Babbette,Male,11,9,8,10,7,8,9,8,Health and medicine
Babbie,Male,12,7,8,11,9,8,8,12,Business and management
babbingto,Male,10,12,9,10,7,7,10,9,Law and public policy
babbit,Female,6,10,6,11,12,10,10,12,Engineering
babcoc,Female,9,10,10,10,8,11,9,8,Health and medicine
Babette,Male,9,10,8,12,8,6,9,7,Agriculture
Babita,Male,9,10,11,6,7,9,7,8,Art
Babs,Male,8,9,11,8,12,6,10,6,Health and medicine
babthorp,Male,12,7,11,7,6,9,10,8,Art
backhous,Female,7,7,10,7,7,6,11,9,Architecture & Construction Jobs
backma,Female,11,12,11,9,12,7,7,6,Law and public policy
baco,Male,6,10,6,7,9,10,9,11,Law and public policy
badge,Male,9,6,8,10,11,9,12,9,Engineering
badha,Female,9,7,6,12,12,10,11,9,Education
badrac,Male,8,8,9,8,12,7,7,11,Business and management
bae,Male,12,7,10,10,11,10,12,6,Engineering
bagb,Male,10,10,6,6,7,6,10,7,Art
bagena,Male,8,11,12,10,6,12,8,6,Engineering
bagg,Female,7,9,7,11,11,12,9,10,Architecture & Construction Jobs
bagle,Female,12,10,6,7,7,12,10,6,Communications
bago,Female,11,12,12,6,9,9,6,11,Computing
bagsha,Female,10,9,12,8,7,10,12,6,Law and public policy
baigean,Female,7,12,9,6,6,11,9,10,Computing
baildo,Female,10,6,9,11,12,11,7,9,Education
Baile,Female,11,7,10,11,6,11,7,11,Engineering
baile,Male,9,11,6,9,9,6,9,12,Agriculture
baile,Male,10,6,6,12,6,8,7,8,Law and public policy
Baile,Female,10,9,12,9,7,7,12,11,Engineering
bailli,Female,7,11,8,10,8,12,6,11,Engineering
baillie-hamilto,Female,8,11,7,10,12,11,10,12,Communications
bai,Female,12,7,9,7,7,8,8,10,Education
bainbridg,Male,8,8,7,6,10,10,12,10,Communications
bainbrig,Male,8,9,10,11,10,6,12,6,Business and management
baine,Female,8,12,11,10,6,12,6,7,Architecture & Construction Jobs
bair,Female,11,10,6,9,12,11,12,12,Agriculture
Bair,Male,11,11,11,12,11,11,12,10,Business and management
baird ne,Male,6,7,8,12,9,11,6,7,Architecture & Construction Jobs
baisle,Female,7,6,8,11,8,12,12,12,Art
bake,Male,6,9,6,8,12,12,8,6,Art
Bake,Female,10,7,10,8,6,7,8,7,Agriculture
baldersto,Female,6,9,9,6,6,6,6,12,Education
balderston,Male,11,10,8,12,6,7,9,9,Agriculture
baldre,Female,6,11,12,8,11,12,9,9,Business and management
baldridg,Male,6,7,8,7,12,11,7,12,Agriculture
baldwi,Male,12,8,10,8,9,10,10,7,Art
Baldwi,Male,8,10,11,7,10,9,7,7,Agriculture
balentin,Female,11,12,10,8,12,9,7,11,Law and public policy
balfou,Male,8,6,11,12,6,12,12,8,Art
bal,Female,8,7,8,11,10,7,8,7,Art
balla,Male,6,6,8,7,12,10,7,7,Business and management
ballantin,Male,7,8,8,12,6,6,7,9,Engineering
ballantyn,Female,8,10,7,7,9,6,6,12,Business and management
ballar,Male,12,8,11,9,6,9,6,9,Architecture & Construction Jobs
Ballar,Female,11,9,12,7,6,11,8,11,Military and Security
ballenge,Male,11,8,8,8,9,8,8,11,Agriculture
ballingal,Male,11,11,12,11,7,7,10,12,Art
balme,Male,8,11,12,9,11,8,6,12,Architecture & Construction Jobs
bambe,Female,11,8,11,6,11,11,12,9,Architecture & Construction Jobs
bamberge,Male,8,6,11,10,6,12,11,9,Military and Security
Bambi,Female,11,10,9,10,6,12,10,11,Architecture & Construction Jobs
Bambie,Female,10,7,6,7,11,6,12,10,Art
Bamby,Male,11,10,6,6,9,8,8,7,Communications
bamfor,Male,11,9,9,7,8,9,7,7,Business and management
bampfyld,Female,6,9,11,7,9,8,10,6,Engineering
baniste,Female,10,6,7,9,10,6,10,12,Military and Security
ban,Female,10,10,11,7,11,6,9,10,Architecture & Construction Jobs
bankhea,Female,7,9,11,10,6,12,8,12,Computing
bank,Female,10,6,12,10,11,6,6,11,Health and medicine
bannerma,Female,7,11,6,6,10,11,10,9,Art
banniste,Female,7,12,8,12,9,10,8,11,Agriculture
Barb,Male,7,12,7,9,9,9,8,11,Art
Barbabra,Female,9,12,6,6,9,12,12,10,Military and Security
Barbara,Female,6,7,7,12,10,8,11,12,Computing
Barbaraanne,Male,6,9,11,12,6,9,9,6,Law and public policy
Barbara-Anne,Male,6,6,12,10,8,12,8,8,Law and public policy
Barbe,Male,11,12,8,8,6,6,8,11,Military and Security
barbea,Male,7,11,7,6,8,9,8,6,Art
Barbee,Male,12,7,8,7,12,12,10,7,Agriculture
barbe,Female,10,12,6,11,8,11,12,12,Law and public policy
Barbette,Male,8,10,11,11,11,11,6,7,Communications
Barbey,Female,12,11,6,6,8,8,10,11,Education
Barbi,Male,8,6,8,8,9,9,7,7,Business and management
Barbie,Male,10,8,12,6,6,8,10,6,Health and medicine
Barbra,Female,8,9,7,8,12,11,12,7,Engineering
Barby,Female,9,7,9,11,9,8,10,7,Health and medicine
barcla,Male,8,10,10,7,7,7,9,7,Engineering
bardesle,Male,7,10,6,7,9,10,10,10,Law and public policy
barfiel,Female,8,12,11,12,6,8,7,8,Business and management
barg,Male,12,10,8,7,9,7,12,12,Education
barha,Female,6,11,11,11,11,11,11,8,Business and management
Bari,Male,7,7,7,6,9,7,10,9,Health and medicine
barin,Female,12,12,7,10,11,8,6,7,Agriculture
barke,Female,12,6,6,10,12,8,9,10,Education
barkes,Female,7,6,11,11,9,6,10,8,Education
barkma,Male,9,9,11,9,6,12,6,12,Computing
barkwort,Male,8,6,11,12,10,12,6,7,Communications
barlo,Male,9,8,9,12,12,9,7,11,Engineering
barnar,Female,9,11,12,9,10,9,7,6,Health and medicine
barne,Male,11,6,7,9,8,9,10,12,Health and medicine
Barne,Male,10,7,12,12,8,7,8,7,Computing
barnes-austi,Male,6,12,11,8,10,11,9,8,Agriculture
barnes baines,Male,11,6,10,11,8,10,8,10,Engineering
barnet,Male,8,11,10,11,10,6,6,6,Computing
barnhil,Female,11,10,11,7,11,12,12,7,Art
barn,Female,10,9,10,8,10,10,7,11,Agriculture
barnsle,Male,7,8,11,11,8,7,6,7,Education
baro,Male,9,12,12,6,8,9,6,11,Law and public policy
bar,Male,7,11,11,8,9,8,11,12,Architecture & Construction Jobs
Bar,Male,11,6,8,10,9,10,7,9,Architecture & Construction Jobs
barracloug,Female,6,11,7,8,11,8,11,6,Computing
barradell-smit,Female,10,9,11,11,9,11,11,6,Art
barra,Female,9,11,9,10,10,9,11,6,Engineering
barrat,Male,10,9,11,7,9,12,8,12,Computing
barre,Female,11,8,6,7,8,11,11,11,Health and medicine
barret,Male,7,8,6,10,8,12,9,8,Law and public policy
Barret,Female,6,8,6,10,8,7,6,7,Architecture & Construction Jobs
barrett-lennar,Female,12,9,8,8,9,8,10,8,Education
barri,Male,9,11,6,9,10,7,11,8,Architecture & Construction Jobs
Barrie,Female,12,9,7,9,8,10,10,8,Military and Security
barringto,Male,8,9,12,6,7,6,12,11,Law and public policy
barroet,Female,11,9,11,8,9,7,6,11,Education
barro,Female,8,9,11,11,10,7,12,6,Health and medicine
barro,Male,12,12,6,11,11,6,6,9,Law and public policy
barrowb,Female,11,11,12,9,11,10,11,8,Military and Security
barrowclif,Female,6,12,7,7,7,11,11,11,Agriculture
barruet,Male,8,6,12,8,9,10,8,9,Military and Security
Barry,Male,11,10,7,10,6,12,12,9,Business and management
barte,Male,12,7,9,11,7,8,8,7,Agriculture
bart,Male,11,10,7,12,9,7,12,11,Art
bartl,Female,7,6,12,7,8,9,10,9,Law and public policy
bartlet,Female,8,9,11,6,8,8,8,11,Communications
Bartlet,Female,9,12,10,8,6,7,7,8,Law and public policy
barto,Male,12,10,6,11,12,11,7,9,Architecture & Construction Jobs
Barto,Female,10,11,9,12,12,8,7,12,Law and public policy
barty,Male,6,8,6,6,6,12,7,6,Art
barwi,Male,12,12,12,10,10,12,8,10,Education
barwis,Male,12,11,12,12,7,9,9,10,Law and public policy
Basia,Female,7,12,11,12,10,7,6,6,Military and Security
baskeyfiel,Female,12,8,9,8,9,11,10,10,Agriculture
Bas,Female,10,10,11,7,11,8,9,10,Architecture & Construction Jobs
bassel,Male,12,7,12,10,11,10,12,8,Computing
basset,Male,6,6,11,6,7,11,8,10,Business and management
bastia,Male,7,7,8,6,8,10,12,9,Architecture & Construction Jobs
bastima,Female,9,11,7,9,7,9,10,11,Health and medicine
batchelo,Female,10,7,11,7,12,12,8,6,Communications
bat,Female,10,7,6,10,9,9,11,12,Health and medicine
batema,Male,6,7,12,6,9,6,7,12,Communications
bate,Female,10,6,9,10,11,8,6,10,Law and public policy
Bate,Male,9,6,6,8,7,12,10,8,Business and management
Bathsheba,Male,8,10,6,9,7,9,7,8,Engineering
bathurs,Female,10,6,9,7,6,12,11,10,Art
bati,Male,11,6,6,6,7,12,6,9,Art
batle,Male,8,8,11,8,11,11,6,12,Education
Batsheva,Female,10,11,12,10,9,7,6,8,Education
batso,Male,10,6,10,6,12,10,10,8,Engineering
bat,Female,7,9,11,10,11,10,11,8,Engineering
battail,Male,12,9,7,11,9,9,12,11,Health and medicine
batterha,Male,6,9,6,8,12,6,7,12,Education
battersb,Male,7,8,9,9,10,12,6,9,Architecture & Construction Jobs
batterto,Male,9,12,7,7,10,10,9,6,Art
